symbol,avg_daily_return,volatility,sharpe_ratio,max_drawdown,avg_volume,best_model,best_model_rmse
htm,0.0014372021537029107,0.8835335509653283,0.4099164568650841,-0.9431578947368421,50989.64512955067,XGBRegressor,0.4606915716887342
sxcp,0.0007270398053521121,0.4359404171868454,0.4202731009228864,-0.8021380229696473,206306.84003350083,RandomForestRegressor,0.3269320867807689
ddjp,0.0006932932661279029,0.12664694778755253,1.3795034631020366,-0.06043476611404086,456.8292079207921,RandomForestRegressor,0.17467474692698934
kelya,0.00035173679827778937,0.4139382122921327,0.21413261818758542,-0.815921518173046,172061.1603269412,RandomForestRegressor,0.4089328691524829
erx,0.0010299285221290054,0.6972806768501186,0.37222024959727695,-0.8928391026593374,2464986.748332592,RandomForestRegressor,2.312559075601744
renx,0.00045951105179432454,0.2633403622863454,0.4397228895973689,-0.5214415892108621,239348.1521534109,RandomForestRegressor,0.1553885685776171
idxg,0.0004384773712787523,1.2615455771498367,0.08758803452181711,-0.9961579200770342,160718.0822306238,RandomForestRegressor,2.868769271440197
gnt,-0.00011003539946485873,0.24539168507406933,-0.11299861548599201,-0.6153140715905729,144807.28215767635,RandomForestRegressor,0.12298844999087005
hafc,0.0010670109965252874,0.2676459437933985,1.0046360774737977,-0.31039883863080686,186602.868852459,RandomForestRegressor,0.3637992145549313
ontx,-0.0034834107244651933,0.7973759246142565,-1.100885386011483,-0.9948181194234729,54531.847887323944,RandomForestRegressor,3.3900307946291366
boss,0.0006962378587485514,0.15068873648029008,1.1643334764279738,-0.05278787878787883,855.0421686746988,RandomForestRegressor,0.12737074414491883
jpst,7.66932529811381e-05,0.0078011463864697175,2.4774179067793125,-0.002796141324971524,12192.217391304348,RandomForestRegressor,0.009944625107381326
ibdp,0.0001483373295786879,0.04867385447380501,0.7679894567204828,-0.051600129303378095,21067.69917355372,SVR,0.07962008178299457
bhbk,0.000676186898475669,0.2041964561566148,0.8344860710274802,-0.18878833584715948,88614.14460784313,RandomForestRegressor,0.22649700375190157
kaac,1.874942898885052e-05,0.033033772244191933,0.14303107953470454,-0.009202453987730008,63024.51612903226,RandomForestRegressor,0.019170880496210577
antx,0.0003552249935627602,0.15695552483758263,0.5703316176378457,-0.2057969170748255,176541.24918032787,RandomForestRegressor,0.47246009831806984
kaacw,0.0021954577686521615,0.701127197305785,0.7890941327427234,-0.21031578947368423,15507.38596491228,RandomForestRegressor,0.033704751963434955
oxbr,4.5049225880909804e-05,0.42694151218503196,0.02659007053188414,-0.521597555517832,14275.978287092883,RandomForestRegressor,0.1347407625624021
cuba,0.0005952528021806003,0.4492729755547183,0.33388099064783805,-0.7907553648068669,52068.94637727418,RandomForestRegressor,0.16673249180124902
crto,0.00048745356796227844,0.5074672836369114,0.24206151428351777,-0.5594227504244482,613091.9107321966,RandomForestRegressor,1.4090528117875853
