symbol,avg_daily_return,volatility,sharpe_ratio,max_drawdown,avg_volume,best_model,best_model_rmse
giii,0.0013110471371828114,0.5488650821643105,0.6019400565021977,-0.8748577929465302,378312.2341031319,RandomForestRegressor,0.8973625079141558
htht,0.001447029035944588,0.4290913369413429,0.8498221373037982,-0.5954975677815906,172482.28428796638,RandomForestRegressor,1.23261337757811
inwk,0.0004994075159131086,0.5135808749802496,0.2450455228009476,-0.8972712680577849,262874.2351476343,RandomForestRegressor,0.32425935303982806
pope,0.0005168112426569586,0.32611013534913075,0.39936334088519987,-0.6879068798500079,4351.792490781093,RandomForestRegressor,0.7508002726734517
eht,0.0002560422148227366,0.05958321190690406,1.0828996301196918,-0.029045817570407806,55649.84857142857,XGBRegressor,0.03343908096477648
vrex,8.305621016857315e-05,0.2323084827430135,0.09009643003709858,-0.2161487236403995,307072.7597765363,RandomForestRegressor,0.6175039824432947
numv,0.0004321851603262745,0.08852714403050425,1.230251597913215,-0.0470561106840891,4166.857843137255,RandomForestRegressor,0.1849147516444593
wbs_e,0.000144542164323656,0.08889510729146033,0.40974837107891576,-0.15044438691862982,14056.557565789473,RandomForestRegressor,0.13778275094251757
acrs,0.0015312403490711315,0.5917739288640087,0.6520607771732366,-0.49556010928961747,168786.38899803537,RandomForestRegressor,0.8013548065137857
ipas,-1.7506013452361507e-05,0.5456942460481171,-0.008084225593256686,-0.9120107719928187,263329.7755422823,RandomForestRegressor,0.07028911711624457
bdxa,0.0008555682171922816,0.12977385724712698,1.6613761454426381,-0.04152677151440187,465066.36893203884,RandomForestRegressor,0.30404146881948757
celp,5.334894565476887e-05,0.6509191307531299,0.020653770445257593,-0.735937593044721,48232.608465608464,RandomForestRegressor,0.37737341312595607
voov,0.0005058215437452726,0.1408803547781185,0.9047892392418,-0.21347148338306987,14951.08798646362,RandomForestRegressor,0.5822789168547334
ensg,0.004241865674023355,2.8911677758395675,0.3697295462361996,-0.9048380743198883,303648.8852,RandomForestRegressor,0.29845548626923996
atni,0.0008540499434955774,0.4309427036653402,0.49941809881069643,-0.6370118440287598,62278.57142857143,RandomForestRegressor,0.9954933875466583
amsf,0.0009588426905786786,0.36979491132971626,0.6534117983316069,-0.40889768823152617,118769.27879799667,RandomForestRegressor,0.5927549935722988
bx,0.0006964315230865836,0.4951220387685678,0.354459567694284,-0.8669253700657895,5255742.515396459,RandomForestRegressor,0.3685534572195085
prgs,0.000477160125007839,0.309276560027467,0.3887923206702004,-0.5650218163825289,367594.2436340773,RandomForestRegressor,0.40929904874141715
cmt,0.0010832398907707965,0.5609958272308251,0.48659266116416755,-0.9073941190234771,37139.820796460175,RandomForestRegressor,0.4049913157173157
cig-c,-0.00017374014178813275,0.6938871426303101,-0.06309745928515632,-0.9385510843231105,4495.717800289435,RandomForestRegressor,0.25995676156493475
lkq,0.0010974244456775797,0.35155319285455566,0.7866546682884619,-0.6278290025146689,1783728.7896887772,RandomForestRegressor,0.36891309234700703
angl,0.0004830770414495881,0.26797849256880873,0.4542730772098744,-0.3506681339412042,114954.9438285292,XGBRegressor,0.1287995859299168
mgnx,0.0003982031323298343,0.6091688686547027,0.1647280327517827,-0.6232280527232033,251408.56478733927,RandomForestRegressor,1.0067296969447137
sypr,0.000598966719566048,0.7935836431051027,0.1902000055596579,-0.9713313455087589,38303.76283464567,RandomForestRegressor,0.20610625991119416
mrdnw,0.00018955172740331072,2.6794561666692687,0.0178271381707325,-0.8357142857142856,10610.031914893618,RandomForestRegressor,0.03231069700008919
ydiv,0.00014424872604619032,0.16152837508468135,0.22504206424774034,-0.3051406092180108,6741.038805970149,RandomForestRegressor,0.1750827488366831
nao,-0.0021574938160683994,0.5726794594325135,-0.9493765363751566,-0.945582329317269,270886.9276393832,RandomForestRegressor,0.19241381359174076
rci,0.0006476077754289781,0.26244321407863797,0.6218379849562521,-0.6268918785240875,507146.8082364036,RandomForestRegressor,0.46514151283498906
civi,0.0008157964447796124,0.38782489732415754,0.530086401112693,-0.48597194388777554,83018.63917525773,RandomForestRegressor,0.5571352694378742
finx,0.0015159388580203348,0.12204127939153214,3.130224413622713,-0.048461034708578876,12977.065040650406,RandomForestRegressor,0.1367146918221295
kkr_b,0.00012772063307173718,0.09805018161723439,0.32825639895011144,-0.08487453874538742,27907.5,RandomForestRegressor,0.17488687309762307
yin,0.00023062430783343725,0.4824465291824401,0.12046376553379405,-0.5623293903548681,97418.92452830188,RandomForestRegressor,0.4110677537991945
evp,0.00012010711818181463,0.17578147358550716,0.17218534561376406,-0.6023901976011736,6770.019834710743,RandomForestRegressor,0.09494677469857105
gdv_g,-3.0262131203364897e-05,0.10107428456118292,-0.07545002268734044,-0.13472485768500952,18874.28348909657,RandomForestRegressor,0.17643289634270323
hie,-6.969495004075508e-05,0.2259806753971626,-0.07771959871968238,-0.5149170528578144,81846.72214580467,RandomForestRegressor,0.18488868285260932
spxe,0.0008236440306418039,0.1365563328118422,1.5199463214036684,-0.11930881193088128,2296.8407079646017,RandomForestRegressor,0.36823501289229976
aat,0.000564127796496121,0.21209105206591747,0.6702791246131374,-0.2545897728451406,211946.763111373,RandomForestRegressor,0.4029573816944645
fex,0.0003507720045695533,0.20853325579744258,0.4238870429251289,-0.596715137566691,112593.90435788661,RandomForestRegressor,0.3693588869091635
cbu,0.0005387845514573467,0.32609122910309196,0.4163672458799169,-0.5388688125052525,218580.13926438228,RandomForestRegressor,0.47474873548504964
sstk,0.0008691012748039727,0.4797672457650419,0.4564995280187581,-0.7462077012835473,315205.51587301586,XGBRegressor,1.8867440033556675
iltb,0.00029180678378021876,0.10858827913126264,0.6771938012179463,-0.15315965857542257,28831.511388286333,RandomForestRegressor,0.3640479183470835
civb,0.00040075268769081167,0.44806775590336717,0.22538929875566535,-0.866295422369042,8735.347194050033,RandomForestRegressor,0.3079575570049074
ltpz,0.00022532881359070073,0.12518935568740222,0.4535757909533728,-0.22665118304543475,33409.79381443299,RandomForestRegressor,0.49365023266359925
igro,0.0006998309145666716,0.1365643610458528,1.2913866335272317,-0.09955505027735856,3980.389684813754,RandomForestRegressor,0.3996353045681051
sti_a,0.00013965768292087361,0.12048861126642771,0.29209180623917064,-0.1366935483870968,16943.859728506788,SVR,0.18592415373979806
